54,53,44,58,40,38,67,61,47,55,61,61,47,55,56,59,47,46,42,57,63,68,48,80,57,53,58
58,69,50,52,75,39,45,61,57,55,61,61,57,55,64,53,64,56,68,58,73,53,54,45,56,59,54
55,50,57,47,50,60,45,52,57,48,52,52,57,48,52,51,60,56,37,45,42,59,76,53,39,56,49
53,59,48,54,71,52,37,47,45,57,47,47,45,57,63,47,62,56,68,40,44,23,65,46,70,55,51
54,63,54,46,71,41,31,53,60,46,53,53,60,46,58,47,63,52,35,57,69,38,52,45,75,53,49
51,58,36,63,53,22,49,61,45,68,61,61,45,68,56,52,48,45,84,54,59,48,70,52,52,50,54
59,68,56,41,70,58,45,67,54,38,67,67,54,38,69,59,59,59,55,45,67,40,74,36,50,59,56
